0	1679751192367
1	1679751192384
2	1679751192384
3	1679751192384
6	1679751192385
7	1679751192385
7	1679751192385
0	1679751192616
1	1679751192616
1	1679751192617
3	1679751192617
4	1679751192617
5	1679751192617
6	1679751192618
2	1679751192618
8	1679751192618
0	1679751192995
1	1679751192996
1	1679751192996
3	1679751192996
4	1679751192996
5	1679751192997
5	1679751192997
7	1679751192997
2	1679751192997
0	1679751193248
1	1679751193248
5	1679751193248
5	1679751193249
4	1679751193249
4	1679751193249
6	1679751193249
7	1679751193249
8	1679751193250
0	1679751193250
1	1679751193250
4	1679751193250
5	1679751193251
5	1679751193251
7	1679751193251
2	1679751193376
3	1679751193501
6	1679751193501
7	1679751193501
8	1679751193502
0	1679751193879
1	1679751193880
1	1679751193880
3	1679751193880
4	1679751193880
5	1679751193880
6	1679751193881
7	1679751193881
2	1679751193881
0	1679751193881
1	1679751193882
2	1679751193882
3	1679751193882
4	1679751193882
5	1679751193882
5	1679751194007
7	1679751194007
8	1679751194008
6	1679751194132
6	1679751194386
1	1679751194386
4	1679751194386
5	1679751194386
2	1679751194387
7	1679751194387
8	1679751194387
0	1679751194765
1	1679751194765
1	1679751194765
3	1679751194766
3	1679751194766
5	1679751194766
6	1679751194766
7	1679751194767
4	1679751194767
0	1679751195018
3	1679751195018
2	1679751195018
5	1679751195019
5	1679751195019
7	1679751195019
8	1679751195019
3	1679751195271
4	1679751195272
4	1679751195272
6	1679751195272
7	1679751195272
0	1679751195272
2	1679751195524
1	1679751195524
1	1679751195524
3	1679751195525
4	1679751195525
5	1679751195525
6	1679751195525
8	1679751195525
0	1679751195902
1	1679751195902
1	1679751195903
3	1679751195903
4	1679751195903
5	1679751195903
6	1679751195903
7	1679751195903
2	1679751195903
0	1679751196155
1	1679751196155
2	1679751196155
3	1679751196156
4	1679751196156
5	1679751196156
5	1679751196156
7	1679751196156
8	1679751196157
6	1679751196408
0	1679751196661
1	1679751196661
1	1679751196661
3	1679751196661
4	1679751196662
5	1679751196662
2	1679751196662
7	1679751196662
8	1679751196662
0	1679751196662
1	1679751196663
1	1679751196663
3	1679751196663
4	1679751196663
5	1679751196663
6	1679751196663
7	1679751196789
2	1679751196789
6	1679751197039
8	1679751197040
8	1679751197292
1	1679751197292
4	1679751197293
5	1679751197293
6	1679751197293
7	1679751197293
2	1679751197293
0	1679751197545
1	1679751197545
2	1679751197546
3	1679751197546
4	1679751197546
5	1679751197546
5	1679751197546
7	1679751197546
8	1679751197547
0	1679751197798
3	1679751197798
6	1679751197798
7	1679751197798
4	1679751197799
4	1679751198177
1	1679751198178
2	1679751198178
5	1679751198178
6	1679751198178
8	1679751198178
0	1679751198430
1	1679751198430
1	1679751198430
3	1679751198431
4	1679751198431
5	1679751198431
6	1679751198431
7	1679751198431
2	1679751198431
2	1679751198683
8	1679751198683
0	1679751199061
1	1679751199061
1	1679751199061
3	1679751199061
4	1679751199061
5	1679751199062
6	1679751199062
7	1679751199062
2	1679751199062
0	1679751199062
1	1679751199062
2	1679751199063
3	1679751199063
4	1679751199063
5	1679751199063
5	1679751199063
7	1679751199188
8	1679751199189
6	1679751199313
0	1679751199567
1	1679751199567
1	1679751199567
3	1679751199567
4	1679751199567
5	1679751199567
2	1679751199568
7	1679751199568
8	1679751199568
0	1679751199945
1	1679751199945
1	1679751199945
3	1679751199945
4	1679751199945
5	1679751199945
6	1679751199946
7	1679751199946
2	1679751199946
2	1679751200198
3	1679751200198
3	1679751200198
5	1679751200199
6	1679751200200
8	1679751200200
0	1679751200200
1	1679751200201
1	1679751200201
3	1679751200201
4	1679751200201
5	1679751200201
5	1679751200202
7	1679751200202
2	1679751200202
6	1679751200452
8	1679751200453
0	1679751200705
1	1679751200705
1	1679751200706
3	1679751200706
4	1679751200706
5	1679751200706
6	1679751200706
7	1679751200706
2	1679751200707
